CBOE_VX1_FWd,CBOE_VX1_FWo,CBOE_VX1_FWh,CBOE_VX1_FWl,CBOE_VX1_FWs,CBOE_VX1_FWv,CBOE_VX1_FWpo,CME_US1_FWd,CME_US1_FWo,CME_US1_FWh,CME_US1_FWl,CME_US1_FWs,CME_US1_FWv,CME_US1_FWpo,CME_FV1_FWd,CME_FV1_FWo,CME_FV1_FWh,CME_FV1_FWl,CME_FV1_FWs,CME_FV1_FWv,CME_FV1_FWpo,CME_C1_FWd,CME_C1_FWo,CME_C1_FWh,CME_C1_FWl,CME_C1_FWs,CME_C1_FWv,CME_C1_FWpo,CME_RR1_FWd,CME_RR1_FWo,CME_RR1_FWh,CME_RR1_FWl,CME_RR1_FWs,CME_RR1_FWv,CME_RR1_FWpo,CME_BO1_FWd,CME_BO1_FWo,CME_BO1_FWh,CME_BO1_FWl,CME_BO1_FWs,CME_BO1_FWv,CME_BO1_FWpo,CME_S1_FWd,CME_S1_FWo,CME_S1_FWh,CME_S1_FWl,CME_S1_FWs,CME_S1_FWv,CME_S1_FWpo,CME_W1_FWd,CME_W1_FWo,CME_W1_FWh,CME_W1_FWl,CME_W1_FWs,CME_W1_FWv,CME_W1_FWpo,CME_AD1_FWd,CME_AD1_FWo,CME_AD1_FWh,CME_AD1_FWl,CME_AD1_FWs,CME_AD1_FWv,CME_AD1_FWpo,CME_BP1_FWd,CME_BP1_FWo,CME_BP1_FWh,CME_BP1_FWl,CME_BP1_FWs,CME_BP1_FWv,CME_BP1_FWpo,CME_CD1_FWd,CME_CD1_FWo,CME_CD1_FWh,CME_CD1_FWl,CME_CD1_FWs,CME_CD1_FWv,CME_CD1_FWpo,CME_JY1_FWd,CME_JY1_FWo,CME_JY1_FWh,CME_JY1_FWl,CME_JY1_FWs,CME_JY1_FWv,CME_JY1_FWpo,CME_LC1_FWd,CME_LC1_FWo,CME_LC1_FWh,CME_LC1_FWl,CME_LC1_FWs,CME_LC1_FWv,CME_LC1_FWpo,CME_MP1_FWd,CME_MP1_FWo,CME_MP1_FWh,CME_MP1_FWl,CME_MP1_FWs,CME_MP1_FWv,CME_MP1_FWpo,CME_LB1_FWd,CME_LB1_FWo,CME_LB1_FWh,CME_LB1_FWl,CME_LB1_FWs,CME_LB1_FWv,CME_LB1_FWpo,CME_SF1_FWd,CME_SF1_FWo,CME_SF1_FWh,CME_SF1_FWl,CME_SF1_FWs,CME_SF1_FWv,CME_SF1_FWpo,ICE_B1_FWd,ICE_B1_FWo,ICE_B1_FWh,ICE_B1_FWl,ICE_B1_FWs,ICE_B1_FWv,ICE_B1_FWpo,ICE_G1_FWd,ICE_G1_FWo,ICE_G1_FWh,ICE_G1_FWl,ICE_G1_FWs,ICE_G1_FWv,ICE_G1_FWpo,ICE_O1_FWd,ICE_O1_FWo,ICE_O1_FWh,ICE_O1_FWl,ICE_O1_FWs,ICE_O1_FWv,ICE_O1_FWpo,ICE_ATW1_FWd,ICE_ATW1_FWo,ICE_ATW1_FWh,ICE_ATW1_FWl,ICE_ATW1_FWs,ICE_ATW1_FWv,ICE_ATW1_FWpo,ICE_SB1_FWd,ICE_SB1_FWo,ICE_SB1_FWh,ICE_SB1_FWl,ICE_SB1_FWs,ICE_SB1_FWv,ICE_SB1_FWpo,ICE_M1_FWd,ICE_M1_FWo,ICE_M1_FWh,ICE_M1_FWl,ICE_M1_FWs,ICE_M1_FWv,ICE_M1_FWpo,ICE_T1_FWd,ICE_T1_FWo,ICE_T1_FWh,ICE_T1_FWl,ICE_T1_FWs,ICE_T1_FWv,ICE_T1_FWpo,CME_NG1_FWd,CME_NG1_FWo,CME_NG1_FWh,CME_NG1_FWl,CME_NG1_FWs,CME_NG1_FWv,CME_NG1_FWpo,CME_CL1_FWd,CME_CL1_FWo,CME_CL1_FWh,CME_CL1_FWl,CME_CL1_FWs,CME_CL1_FWv,CME_CL1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo,CME_HO1_FWd,CME_HO1_FWo,CME_HO1_FWh,CME_HO1_FWl,CME_HO1_FWs,CME_HO1_FWv,CME_HO1_FWpo
5/24/2018,13.95,14.72,13.8,13.825,109835,190166,5/24/2018,142.40625,143.1875,142.03125,142.78125,609091,696823,5/24/2018,113.390625,113.5859375,113.3203125,113.453125,1890416,2993852,5/24/2018,408.25,412.25,403.75,404.25,222820,789532,5/24/2018,11.9,11.94,11.46,11.56,1374,5626,5/24/2018,31.61,32.05,31.6,31.71,49278,242216,5/24/2018,1039.75,1050.75,1035.5,1035.75,112591,398355,5/24/2018,531,545.25,529.25,530.25,133515,241387,5/24/2018,0.7568,0.7584,0.7543,0.7579,102328,153308,5/24/2018,1.3365,1.3434,1.3362,1.3397,145019,187564,5/24/2018,0.77915,0.77985,0.77435,0.77635,78769,125973,5/24/2018,9106,9190.5,9100,9162,207698,169290,5/24/2018,105.625,105.725,104.25,104.4,8624,51246,5/24/2018,50720,51020,50350,50530,71908,180596,5/24/2018,589.3,589.3,589.3,589.3,207,5093,5/24/2018,1.0069,1.0133,1.0068,1.0103,25186,103959,6/1/2018,77.71,77.95,76.35,76.79,292046,549976,6/1/2018,681.25,681.25,666.75,668,99313,206467,6/1/2018,2.209,2.2104,2.1685,2.1763,6869,6829,6/1/2018,95.25,95.35,95,95.35,116,4516,5/24/2018,12.35,12.62,12.23,12.38,99524,448673,6/1/2018,56.4,57.17,54.61,55,11210,69810,6/1/2018,67.06,67.34,65.53,65.81,48882,79370,5/24/2018,2.938,2.955,2.9192,2.9524,77420,145582,5/24/2018,71.83,72,70.52,70.71,638375,532927,5/24/2018,2.2588,2.2616,2.2297,2.2338,34840,52995,5/24/2018,2.2885,2.2921,2.2632,2.2667,23703,42183
5/23/2018,14.2,14.95,13.85,13.875,107242,190156,5/23/2018,141.3125,142.53125,141.25,142.21875,519358,817648,5/23/2018,113.0625,113.40625,113.046875,113.3671875,2024041,3245236,5/23/2018,404.5,409,403,408.5,147575,797146,5/23/2018,12.375,12.38,11.72,11.92,1157,5263,5/23/2018,31.51,31.85,31.44,31.7,55310,247267,5/23/2018,1030.5,1039.75,1027.75,1039.25,83021,399120,5/23/2018,520.75,531.75,517.25,531,87972,242158,5/23/2018,0.7575,0.7584,0.7523,0.7561,149203,147454,5/23/2018,1.3447,1.3457,1.3319,1.3361,160419,180006,5/23/2018,0.7806,0.7809,0.77465,0.77915,116809,121701,5/23/2018,9030.5,9142.5,9029.5,9099,263472,171285,5/23/2018,104.5,105.95,104.475,105.45,13310,54017,5/23/2018,50330,51010,49810,50790,105727,182627,5/23/2018,579,609,579,579.3,1677,5156,5/23/2018,1.0094,1.0128,1.0042,1.0059,37692,103616,5/31/2018,77.594,79.094,76.976,77.566,363754,465062,5/31/2018,681.85,690.25,674.25,682.5,111275,193557,5/31/2018,2.2158,2.2396,2.1873,2.2046,9496,7170,5/31/2018,96.11,96.11,94.84,94.88,100,4422,5/23/2018,12.17,12.44,12.12,12.35,89059,457081,5/31/2018,59.2,59.32,56.69,57.56,6765,70310,5/31/2018,68.12,68.22,66.58,67.04,56153,81061,5/23/2018,2.9072,2.946,2.9036,2.9222,113232,110405,5/23/2018,72.11,72.26,71.19,71.84,700325,540497,5/23/2018,2.2592,2.2625,2.2248,2.2601,34143,62715,5/23/2018,2.2803,2.2911,2.2537,2.2896,33785,51356
5/22/2018,14.15,14.3,13.88,14.225,74623,192703,5/22/2018,141.34375,141.5625,141.03125,141.25,266210,850896,5/22/2018,113.0390625,113.09375,112.96875,113.0703125,823227,3349866,5/22/2018,402.25,407,401,404.75,153128,811230,5/22/2018,12.235,12.36,12.19,12.33,495,5118,5/22/2018,31.42,31.8,31.38,31.51,50727,252022,5/22/2018,1022,1036,1020.25,1030.5,91280,406463,5/22/2018,505.5,530.25,502.75,521.5,117819,237960,5/22/2018,0.7586,0.7607,0.7567,0.7578,104227,147136,5/22/2018,1.3446,1.3507,1.3428,1.3444,109820,181221,5/22/2018,0.7826,0.78525,0.7803,0.78095,78657,115337,5/22/2018,9021,9040.5,9009,9023.5,113285,167319,5/22/2018,105,105.225,104.125,104.9,7744,56634,5/22/2018,50190,50510,50150,50360,55796,180990,5/22/2018,594,594,594,594,113,5159,5/22/2018,1.0052,1.0104,1.0031,1.0092,27896,103952,5/30/2018,75.448,77.868,74.87,77.632,303704,378741,5/30/2018,670.35,686.2,666.5,681.75,82658,178405,5/30/2018,2.18078,2.23114,2.17398,2.22674,5417,6102,5/30/2018,94.8,95.84,94.8,95.54,174,4311,5/22/2018,12.1,12.29,12.04,12.15,101617,473518,5/30/2018,57.66,59.232,57.46,58.96,6919,58786,5/30/2018,66.84,68.63,66.37,68.21,51754,83371,5/22/2018,2.827,2.917,2.816,2.908,173493,72653,5/22/2018,72.602,72.886,71.836,72.186,579528,424366,5/22/2018,2.2629,2.2855,2.2538,2.2702,36667,67439,5/22/2018,2.2809,2.2984,2.2712,2.28,26185,57436
5/21/2018,14.25,14.25,13.7,14.075,100643,194533,5/21/2018,141.03125,141.5,140.78125,141.28125,264432,868914,5/21/2018,113.015625,113.0859375,112.9609375,113.0625,766089,3442808,5/21/2018,405.5,407.5,401.25,402.75,171591,810077,5/21/2018,12.35,12.425,12.18,12.23,464,5215,5/21/2018,31.18,31.44,31.09,31.42,50304,249937,5/21/2018,1017.5,1027,1011.5,1025.25,139292,411562,5/21/2018,523,525.5,504.25,507.25,99180,233238,5/21/2018,0.7529,0.7588,0.7504,0.7571,118843,161673,5/21/2018,1.349,1.35,1.3407,1.343,103609,178169,5/21/2018,0.7772,0.78275,0.77615,0.7812,54396,116045,5/21/2018,9033.5,9039,8992,9015.5,121057,160580,5/21/2018,103.4,105.4,103.325,104.925,14315,61031,5/21/2018,49940,50230,49670,50090,67444,183690,5/21/2018,612.9,612.9,609,609,528,5243,5/21/2018,1.0045,1.0053,1.0021,1.0045,17968,103522,5/29/2018,75.82,76.212,74.588,75.43,181330,296910,5/29/2018,673.05,675.85,666.75,669.75,62601,162502,5/29/2018,2.18926,2.20046,2.16224,2.18284,5204,5134,5/29/2018,93.03,94.2,93.03,94.2,43,4200,5/21/2018,11.7,12.24,11.67,12.1,111388,474698,5/29/2018,55.54,57.94,55.54,57.734,7141,45984,5/29/2018,67.04,67.34,65.94,66.73,45438,82105,5/21/2018,2.826,2.847,2.806,2.81,116120,98393,5/21/2018,71.488,72.644,71.292,72.306,390907,335053,5/21/2018,2.2333,2.2639,2.2246,2.2565,32874,72939,5/21/2018,2.2655,2.2818,2.2526,2.2738,37000,66559
5/18/2018,14.35,14.8,14.22,14.525,80053,192856,5/18/2018,140.4375,141.375,140.15625,141.1875,296457,866349,5/18/2018,112.8828125,113.109375,112.8359375,113.078125,816390,3511817,5/18/2018,395.25,403.5,395,402.5,171717,812616,5/18/2018,12.52,12.52,12.25,12.325,641,5380,5/18/2018,30.96,31.41,30.94,30.98,61665,249443,5/18/2018,995.75,1007.75,992.75,998.5,90732,417933,5/18/2018,497.5,518.75,495.25,518.25,95019,229744,5/18/2018,0.7513,0.7529,0.7489,0.7511,87656,164628,5/18/2018,1.3533,1.3545,1.3471,1.3499,88396,177912,5/18/2018,0.7815,0.7822,0.7749,0.7769,81041,116668,5/18/2018,9041,9057.5,9018,9052,122314,161073,5/18/2018,103.3,103.8,102.275,102.4,12978,64566,5/18/2018,50450,50640,49800,49900,78538,178254,5/18/2018,639.8,648.5,624,624,983,5229,5/18/2018,1.0007,1.0072,1.0004,1.0045,22313,102553,5/28/2018,76.118,76.172,74.498,75.304,71338,235572,5/28/2018,675.05,676.65,665.2,671.15,23858,151383,5/28/2018,2.19128,2.19158,2.17016,2.1824,606,4176,5/28/2018,92.48,92.68,92.48,92.66,2,4146,5/18/2018,11.57,11.71,11.46,11.66,47076,482373,5/28/2018,55.33,55.33,55.33,55.33,0,36231,5/28/2018,67.57,67.57,65.81,66.52,14638,82527,5/18/2018,2.853,2.87,2.832,2.847,104555,109562,5/18/2018,71.616,71.794,71.03,71.316,308778,256653,5/18/2018,2.2489,2.2624,2.2295,2.2333,48569,83409,5/18/2018,2.287,2.294,2.2629,2.2655,49177,75081
5/17/2018,14.65,14.86,14.27,14.375,98720,197262,5/17/2018,140.9375,141.03125,140.28125,140.4375,325308,861204,5/17/2018,112.8515625,112.9453125,112.78125,112.8984375,881582,3530473,5/17/2018,399,402,395,395.25,137499,807621,5/17/2018,12.545,12.58,12.49,12.5,212,5391,5/17/2018,30.65,31.28,30.6,30.94,69521,252750,5/17/2018,1001,1007.5,992.5,995,83205,417946,5/17/2018,496,505,495,497.5,66273,231560,5/17/2018,0.7516,0.7548,0.7498,0.7509,108841,164165,5/17/2018,1.3527,1.3587,1.3491,1.3524,116802,177378,5/17/2018,0.78235,0.7849,0.78035,0.7817,68977,118136,5/17/2018,9083,9101.5,9036,9045.5,141666,157664,5/17/2018,102,103.575,101.375,103.05,23216,68660,5/17/2018,50790,50990,50370,50510,71764,179119,5/17/2018,635,639,631.6,639,598,5226,5/17/2018,1.0018,1.0037,0.9989,1.001,21075,103450,5/25/2018,78.82,78.88,76.01,76.44,268743,224691,5/25/2018,696.5,696.5,676.75,679.75,73520,144865,5/25/2018,2.26016,2.26046,2.20332,2.20888,3312,3283,5/25/2018,91.25,91.6,91.1,91.6,23,3997,5/17/2018,11.59,11.75,11.51,11.56,61897,486221,5/25/2018,56.8,56.816,54.704,55.25,8877,29254,5/25/2018,70.7,70.75,67.44,67.88,70236,84939,5/17/2018,2.817,2.862,2.78,2.859,173223,124254,5/17/2018,71.572,72.314,71.116,71.506,536271,234533,5/17/2018,2.2499,2.2773,2.2407,2.2431,66565,93300,5/17/2018,2.2692,2.3069,2.2654,2.2808,65105,79629
5/16/2018,15.3,15.42,14.6,14.675,105724,199981,5/16/2018,141.28125,141.59375,140.8125,140.9375,302331,854984,5/16/2018,112.953125,113.0234375,112.828125,112.875,883506,3540835,5/16/2018,401.75,404.75,398,399.25,160457,807576,5/16/2018,12.5,12.63,12.49,12.55,296,5372,5/16/2018,31.05,31.09,30.55,30.59,57684,256792,5/16/2018,1017.75,1018.5,998.75,999.75,89566,415891,5/16/2018,493.75,498.75,491,494.25,54372,234758,5/16/2018,0.7473,0.7524,0.7448,0.7517,125867,170863,5/16/2018,1.3527,1.354,1.3475,1.3504,110035,184674,5/16/2018,0.7771,0.78315,0.777,0.7825,79561,120450,5/16/2018,9080,9106,9075.5,9087.5,118546,160369,5/16/2018,102.5,103.75,101.65,101.825,26493,74047,5/16/2018,50490,50850,50200,50710,72000,181700,5/16/2018,629,629,626.8,629,143,5240,5/16/2018,1.0014,1.0042,1.0007,1.0014,21606,103442,5/24/2018,79.65,79.78,78.57,78.79,212394,256734,5/24/2018,702.25,702.25,695,698.75,76712,155125,5/24/2018,2.2805,2.2833,2.2633,2.2667,2776,2930,5/24/2018,92.4,92.4,91.75,92.2,21,3987,5/16/2018,11.5,11.62,11.38,11.61,60622,487691,5/24/2018,58,58.45,56.75,57.22,8825,23947,5/24/2018,71.82,71.82,70.53,70.71,53972,84876,5/16/2018,2.827,2.844,2.809,2.815,101269,137462,5/16/2018,71.02,71.59,70.66,71.49,569815,193717,5/16/2018,2.1998,2.2528,2.1939,2.2499,81123,98371,5/16/2018,2.242,2.2712,2.2312,2.2692,62272,84053
5/15/2018,14.45,15.5,14.4,15.325,145257,203842,5/15/2018,142.625,142.71875,140.8125,141.0625,421804,846164,5/15/2018,113.1875,113.21875,112.8671875,112.90625,1265282,3597894,5/15/2018,396.25,402.5,396,402.25,174030,808172,5/15/2018,12.485,12.605,12.47,12.485,344,5499,5/15/2018,31.34,31.36,31.01,31.12,44173,261661,5/15/2018,1017.25,1025.25,1005.25,1018.75,103215,416780,5/15/2018,490.5,496.25,486.25,493.5,69658,236899,5/15/2018,0.7526,0.7538,0.7449,0.7471,129077,169622,5/15/2018,1.3578,1.3591,1.347,1.3527,111907,182697,5/15/2018,0.78175,0.78215,0.7741,0.77765,92265,118516,5/15/2018,9136.5,9138,9071.5,9079,141652,152300,5/15/2018,104.525,104.575,102.225,102.975,35786,79062,5/15/2018,50690,50790,49870,50450,109299,183318,5/15/2018,618.8,627.7,606.2,619,1159,5268,5/15/2018,1.0024,1.0043,0.9985,1.0004,25615,103685,5/23/2018,79.47,79.85,78.21,79.8,287512,295788,5/23/2018,697.25,702.75,690,697,114791,147146,5/23/2018,2.2749,2.2903,2.2538,2.2896,2585,3216,5/23/2018,92.2,92.45,91.9,92.05,22,4010,5/15/2018,11.24,11.54,11.22,11.52,79060,488677,5/23/2018,57.58,57.95,56.86,57.56,12200,26433,5/23/2018,72.19,72.25,71.19,71.84,58708,85901,5/15/2018,2.834,2.864,2.824,2.836,102187,149315,5/15/2018,71.15,71.92,70.42,71.31,802782,249507,5/15/2018,2.205,2.2226,2.1854,2.2048,73644,105102,5/15/2018,2.2517,2.2721,2.238,2.249,67449,89988
5/14/2018,14.65,14.7,14.2,14.475,116073,194775,5/14/2018,143.09375,143.34375,142.5625,142.75,197102,846218,5/14/2018,113.28125,113.3359375,113.1796875,113.2421875,583215,3608543,5/14/2018,396.25,397.5,394.25,396.5,122531,814682,5/14/2018,12.67,12.915,12.47,12.505,432,5697,5/14/2018,31.33,31.48,31.15,31.25,38574,259726,5/14/2018,1001.75,1026,1001.75,1017.75,119094,416013,5/14/2018,499,499,490.25,491.25,64060,238952,5/14/2018,0.7543,0.7565,0.7525,0.7527,72806,167173,5/14/2018,1.3566,1.3628,1.356,1.3585,76872,181414,5/14/2018,0.7825,0.7848,0.7808,0.78175,46230,119687,5/14/2018,9165.5,9176.5,9137,9138,83149,149914,5/14/2018,106.85,106.85,104.625,104.625,33819,81118,5/14/2018,51270,51520,50650,50800,60075,184701,5/14/2018,607.1,612.7,606,612.7,512,5330,5/14/2018,1.0025,1.0069,1.0018,1.0026,18580,102597,5/22/2018,79.36,80.49,79.16,79.57,286993,350457,5/22/2018,695.5,703.75,694.75,702.5,55709,148236,5/22/2018,2.2778,2.2978,2.2719,2.28,2409,3701,5/22/2018,93.25,93.8,92.9,92.9,8,4009,5/14/2018,11.22,11.28,11.16,11.26,28673,489422,5/22/2018,56.61,58.51,56.47,58.31,10155,28198,5/22/2018,72.55,72.9,71.97,72.2,69495,91247,5/14/2018,2.825,2.847,2.798,2.842,130405,154283,5/14/2018,70.54,71.26,70.26,70.96,578188,291830,5/14/2018,2.1852,2.2053,2.1676,2.2002,61426,115049,5/14/2018,2.2222,2.2547,2.2097,2.2496,63833,92007
5/11/2018,15.12,15.2,14.65,14.7,95549,179331,5/11/2018,143.3125,143.65625,142.90625,143.125,230586,854256,5/11/2018,113.3046875,113.3515625,113.25,113.2890625,536172,3596570,5/11/2018,401.25,401.75,395.75,396.5,210040,813120,5/11/2018,12.52,12.67,12.43,12.655,481,6029,5/11/2018,31.16,31.41,31.02,31.31,43388,265610,5/11/2018,1021,1022.5,1002,1003.25,109635,415301,5/11/2018,502.75,505.25,497,498.75,51740,239367,5/11/2018,0.7534,0.7567,0.7522,0.7544,93512,164459,5/11/2018,1.3539,1.3617,1.3522,1.3567,103452,186002,5/11/2018,0.78365,0.78615,0.7817,0.78245,73645,120476,5/11/2018,9158,9182,9146.5,9170,89423,150437,5/11/2018,107.85,108.05,106.15,107.625,44194,92762,5/11/2018,51660,51900,51120,51270,77972,187641,5/11/2018,602.7,602.7,602,602.7,140,5343,5/11/2018,0.9996,1.0052,0.9988,1.0018,23806,101069,5/21/2018,78.61,79.59,78.1,79.22,241536,369354,5/21/2018,693.25,697.25,687.75,692.75,75663,153610,5/21/2018,2.2801,2.2801,2.2524,2.2738,2822,3847,5/21/2018,93,93.05,93,93.05,20,3994,5/11/2018,11.27,11.27,11.12,11.22,44826,491292,5/21/2018,55.46,56.76,54.99,56.52,8615,31658,5/21/2018,71.484,72.608,71.314,72.328,53259,78512,5/11/2018,2.808,2.82,2.793,2.806,115329,177395,5/11/2018,71.45,71.63,70.45,70.7,622157,333342,5/11/2018,2.1909,2.1959,2.18,2.1888,72883,124659,5/11/2018,2.2242,2.2346,2.2127,2.222,63310,99792
5/10/2018,15.6,15.75,14.85,15.075,105244,165890,5/10/2018,142.5625,143.375,142.53125,143.1875,316276,843437,5/10/2018,113.25,113.5390625,113.2421875,113.28125,830104,3618682,5/10/2018,403,407,400,402,260216,818924,5/10/2018,12.67,12.72,12.5,12.525,594,6137,5/10/2018,31.06,31.16,30.9,31.13,42462,267918,5/10/2018,1017.5,1033.75,1014.25,1021.25,124901,416564,5/10/2018,511.25,515,500.25,506.5,74432,239192,5/10/2018,0.746,0.754,0.7455,0.7537,125257,159970,5/10/2018,1.3572,1.3638,1.348,1.3541,219738,180529,5/10/2018,0.7783,0.78535,0.7782,0.78435,101025,120211,5/10/2018,9131.5,9169,9110,9164,132544,153184,5/10/2018,105.475,108.1,104.975,107.525,47116,104294,5/10/2018,50780,51760,50730,51730,86167,191076,5/10/2018,589.8,601.2,589.8,592.7,508,5272,5/10/2018,0.9974,1.0035,0.9972,1.0006,23765,99207,5/18/2018,79.46,79.87,78.33,78.51,273015,398220,5/18/2018,697,701.5,691,697,65450,163500,5/18/2018,2.285,2.2937,2.2609,2.2655,4743,3823,5/18/2018,94,94,92.45,92.45,10,3979,5/10/2018,11.29,11.31,11.14,11.27,53766,494734,5/18/2018,55.85,56.19,55.3,55.46,14295,36533,5/18/2018,71.64,71.812,71.06,71.334,50213,67956,5/10/2018,2.736,2.82,2.709,2.814,241497,185169,5/10/2018,71.23,71.89,70.56,71.36,737627,369384,5/10/2018,2.1691,2.1937,2.1597,2.189,75878,128332,5/10/2018,2.2224,2.2339,2.1926,2.2228,74712,103391
5/9/2018,16.25,16.36,15.55,15.625,97717,155704,5/9/2018,143.21875,143.28125,142.46875,142.65625,235291,843373,5/9/2018,113.375,113.390625,113.25,113.2734375,653640,3625780,5/9/2018,403.75,404.75,402,402.75,133068,825628,5/9/2018,12.78,12.785,12.64,12.67,676,6245,5/9/2018,30.66,31.1,30.66,31.03,47907,268078,5/9/2018,1020.75,1024.25,1011.25,1015.75,79675,418156,5/9/2018,515.5,515.75,506.25,510.5,58035,239294,5/9/2018,0.7451,0.7472,0.7413,0.7465,113855,156905,5/9/2018,1.3567,1.3629,1.3521,1.3578,105516,182484,5/9/2018,0.77245,0.78025,0.7712,0.77925,93649,120828,5/9/2018,9190,9197,9127,9138,113289,155271,5/9/2018,106.625,107.1,105.35,105.675,43899,117281,5/9/2018,50690,50970,50430,50780,59734,198280,5/9/2018,590.9,594.9,584.1,591.2,581,5171,5/9/2018,1.0013,1.0025,0.9973,0.9981,21415,97682,5/17/2018,79.26,80.5,79.12,79.3,322793,429485,5/17/2018,693.25,705,692,704.25,106917,172870,5/17/2018,2.2733,2.3068,2.2702,2.2808,6397,3944,5/17/2018,93.95,94,93.85,93.85,30,3949,5/9/2018,11.54,11.54,11.24,11.29,56553,503705,5/17/2018,54.5,56.25,54.5,56,9940,38598,5/17/2018,71.566,72.384,71.146,71.522,69569,65939,5/9/2018,2.739,2.759,2.725,2.737,116317,206744,5/9/2018,70.05,71.36,69.85,71.14,847912,405418,5/9/2018,2.1334,2.171,2.1274,2.1673,76997,135822,5/9/2018,2.1886,2.2258,2.1836,2.218,95089,109127
5/8/2018,16.35,16.57,16.2,16.225,72198,144591,5/8/2018,143.46875,143.6875,142.90625,143.375,218552,844560,5/8/2018,113.46875,113.515625,113.3359375,113.40625,620926,3646764,5/8/2018,400.5,404,399.25,403.25,154263,831545,5/8/2018,12.795,12.805,12.7,12.755,685,6337,5/8/2018,30.81,31,30.56,30.69,62681,270195,5/8/2018,1013.5,1023.5,1011.25,1020.25,105366,426293,5/8/2018,511,520.25,506.75,514.5,68656,238335,5/8/2018,0.7516,0.7528,0.7434,0.7449,141894,156556,5/8/2018,1.3581,1.3616,1.3506,1.3559,124929,182127,5/8/2018,0.77685,0.7772,0.7699,0.7724,103062,114542,5/8/2018,9191.5,9212,9168,9195,112883,157234,5/8/2018,105.45,106.925,104.6,106.3,37630,123535,5/8/2018,51000,51170,50570,50740,68352,205862,5/8/2018,587.6,594.6,583.1,592.4,640,5095,5/8/2018,1.0001,1.0028,0.9986,1.001,27551,94122,5/16/2018,78.1,79.35,77.61,79.28,324886,437267,5/16/2018,683.75,693.5,679.75,684.5,84401,173827,5/16/2018,2.2413,2.2708,2.2312,2.2692,7133,4190,5/16/2018,92.75,93.25,92.75,93.25,110,3876,5/8/2018,11.36,11.59,11.32,11.56,56295,506662,5/16/2018,53.5,54.85,53.38,54.37,8135,40343,5/16/2018,70.984,71.594,70.688,71.504,50039,65115,5/8/2018,2.736,2.773,2.706,2.732,151313,231440,5/8/2018,70.03,70.4,67.63,69.06,1236634,469303,5/8/2018,2.1221,2.1367,2.0612,2.1114,89100,141368,5/8/2018,2.1717,2.1912,2.1087,2.1577,103968,121618
5/7/2018,16.4,16.5,16.12,16.325,67493,136711,5/7/2018,143.46875,143.84375,143.34375,143.5625,129420,844769,5/7/2018,113.484375,113.5546875,113.4453125,113.515625,384983,3660498,5/7/2018,405,405.75,400.25,400.75,152534,828825,5/7/2018,12.955,12.975,12.76,12.77,601,6575,5/7/2018,30.7,30.95,30.68,30.87,36677,273445,5/7/2018,1034.75,1040,1010.75,1011.5,128194,427332,5/7/2018,522.25,524,510.5,511.5,76332,242767,5/7/2018,0.7539,0.7544,0.7494,0.7517,80166,156772,5/7/2018,1.3555,1.36,1.354,1.3585,61615,184461,5/7/2018,0.77895,0.7795,0.7758,0.7774,48774,115593,5/7/2018,9192,9219,9165,9194,81857,161086,5/7/2018,106.05,106.275,104.85,105.175,27593,128391,5/7/2018,51510,51690,50860,50960,54700,207397,5/7/2018,583.1,586.5,582.2,586.5,577,5109,5/7/2018,1.0029,1.0048,0.9977,1.0005,19584,93165,5/15/2018,78.42,79.47,77.9,78.43,384822,447969,5/15/2018,685.5,692.25,681.75,687.75,103644,189909,5/15/2018,2.2507,2.272,2.238,2.249,6615,4371,5/15/2018,94,94.1,93,93,76,3827,5/7/2018,11.56,11.57,11.3,11.32,48642,516406,5/15/2018,54.81,55.75,53.55,54.63,12140,44838,5/15/2018,71.07,71.92,70.43,71.31,61380,69821,5/7/2018,2.71,2.77,2.695,2.741,158183,265657,5/7/2018,69.85,70.84,69.51,70.73,752335,506546,5/7/2018,2.1174,2.1409,2.1109,2.134,61437,149336,5/7/2018,2.1549,2.1871,2.1523,2.185,70594,132453
